amount,create date,date,invoice,method,notes,payment,payment id,reference,source,state
3000.00,2024-11-18T20:07:13.000Z,2024-10-31T04:00:00.000Z,1304786,email_transfer,,,1445651,,internal,active
6000.00,2024-11-18T20:28:02.000Z,2024-11-18T20:27:52.000Z,1415995,email_transfer,,,1445793,,internal,active
16000.00,2024-11-19T14:39:24.000Z,2024-11-19T14:39:16.000Z,1428622,cheque,,,1447912,408004505,internal,active
400.00,2024-11-19T14:47:45.000Z,2024-11-19T14:44:57.000Z,1132974,credit_card,,,1447980,,internal,deleted
400.00,2024-11-19T15:00:10.000Z,2024-11-19T15:00:01.000Z,1132974,credit_card,sent to payables,,1448214,,internal,active
270.00,2024-11-19T15:13:09.000Z,2024-11-14T05:00:00.000Z,1446026,email_transfer,,,1448362,,internal,active
1689.35,2024-11-19T15:14:42.000Z,2024-11-19T15:11:52.000Z,1388479,email_transfer,,,1448366,,internal,active
240.00,2024-11-19T15:15:34.000Z,2024-11-19T15:12:46.000Z,1183438,email_transfer,,,1448371,,internal,active
450.00,2024-11-19T15:17:00.000Z,2024-11-19T15:14:04.000Z,1303121,email_transfer,,,1448388,,internal,active
950.00,2024-11-19T15:17:56.000Z,2024-11-19T15:15:08.000Z,1400666,email_transfer,,,1448390,,internal,active
450.00,2024-11-19T15:27:09.000Z,2024-11-19T15:24:19.000Z,1376913,email_transfer,,,1448526,,internal,active
800.00,2024-11-19T15:33:06.000Z,2024-11-19T15:30:18.000Z,1445789,email_transfer,,,1448574,,internal,active
450.00,2024-11-19T15:33:17.000Z,2024-11-19T15:30:30.000Z,1446337,email_transfer,,,1448575,,internal,active
400.00,2024-11-19T15:50:12.000Z,2024-11-19T15:47:24.000Z,1448373,credit_card,,,1448720,,internal,active
1189.35,2024-11-19T16:02:02.000Z,2024-11-19T16:01:54.000Z,1367308,credit_card,,,1448832,,internal,active
8995.00,2024-11-19T16:25:55.000Z,2024-11-19T16:23:06.000Z,1366872,credit_card,,,1449134,,internal,active
3497.50,2024-11-19T17:16:38.000Z,2024-11-19T17:13:50.000Z,1184899,credit_card,,,1449515,,internal,active
3497.50,2024-11-19T18:55:34.000Z,2024-11-19T18:52:27.000Z,1450231,email_transfer,,,1450347,,internal,active
3000.00,2024-11-19T18:56:42.000Z,2024-11-19T18:53:50.000Z,1437562,email_transfer,,,1450351,,internal,active
1689.35,2024-11-19T20:49:12.000Z,2024-11-19T20:46:24.000Z,1450212,credit_card,,,1451386,,internal,active
3498.00,2024-11-20T13:43:12.000Z,2024-11-20T11:47:41.000Z,1076515,cheque,,,1452754,1017109,internal,active
1689.35,2024-11-20T13:44:56.000Z,2024-11-20T13:42:08.000Z,1430325,email_transfer,,,1452756,,internal,active
6298.00,2024-11-20T14:49:46.000Z,2024-11-20T14:49:39.000Z,1399689,cheque,,,1453258,,internal,active
500.00,2024-11-20T15:09:33.000Z,2024-11-20T15:06:44.000Z,1355183,email_transfer,,,1453494,,internal,active
8995.00,2024-11-20T15:20:05.000Z,2024-11-20T15:19:59.000Z,1450625,cheque,,,1453620,,internal,active
200.00,2024-11-20T15:21:05.000Z,2024-11-20T15:18:14.000Z,1451157,credit_card,,,1453622,,internal,active
200.00,2024-11-20T15:21:22.000Z,2024-11-20T15:18:34.000Z,1451071,credit_card,,,1453623,,internal,active
1689.35,2024-11-20T15:35:12.000Z,2024-11-20T15:32:23.000Z,1326645,credit_card,,,1453653,,internal,active
4995.00,2024-11-20T16:53:35.000Z,2024-11-20T16:50:47.000Z,1406447,email_transfer,,,1454103,,internal,active
1689.35,2024-11-20T18:52:53.000Z,2024-11-20T18:52:50.000Z,1159795,email_transfer,,,1455513,,internal,active
3000.00,2024-11-20T19:33:44.000Z,2024-11-20T19:30:53.000Z,1437562,email_transfer,,,1455862,,internal,active
43.00,2024-11-21T11:00:08.000Z,2024-11-21T10:57:20.000Z,1232352,other,,,1457208,,internal,active
1470.00,2024-11-21T13:26:55.000Z,2024-11-21T13:23:59.000Z,987140,email_transfer,,,1457510,,internal,active
350.00,2024-11-21T13:46:37.000Z,2024-11-21T13:43:48.000Z,1428624,credit_card,,,1457587,,internal,active
360.00,2024-11-21T15:53:40.000Z,2024-11-21T15:50:51.000Z,1438473,credit_card,,,1458608,,internal,active
360.00,2024-11-21T15:58:56.000Z,2024-11-21T15:58:45.000Z,1447727,credit_card,sent CC to payables,,1458721,,internal,active
400.00,2024-11-21T15:59:10.000Z,2024-11-21T15:59:02.000Z,1447731,credit_card,sent CC to payables,,1458725,,internal,active
1689.35,2024-11-21T16:43:38.000Z,2024-11-21T16:40:49.000Z,1164921,email_transfer,,,1459213,,internal,active
180.00,2024-11-21T16:54:49.000Z,2024-11-21T16:52:01.000Z,1458372,email_transfer,,,1459336,,internal,active
200.00,2024-11-21T17:03:38.000Z,2024-11-21T17:00:49.000Z,1451199,email_transfer,,,1459428,,internal,active
200.00,2024-11-21T17:03:57.000Z,2024-11-21T17:01:09.000Z,1451119,email_transfer,,,1459429,,internal,active
10348.00,2024-11-21T17:13:13.000Z,2024-11-21T17:10:20.000Z,968791,cheque,,,1459476,,internal,active
6297.00,2024-11-21T17:13:41.000Z,2024-11-21T17:10:52.000Z,832015,cheque,,,1459477,,internal,active
6298.00,2024-11-21T17:14:08.000Z,2024-11-21T17:11:13.000Z,1307504,cheque,,,1459478,,internal,active
9648.00,2024-11-21T17:14:28.000Z,2024-11-21T17:11:37.000Z,1050433,cheque,,,1459479,,internal,active
9647.00,2024-11-21T17:14:54.000Z,2024-11-21T17:12:01.000Z,1050433,cheque,,,1459481,,internal,active
6298.00,2024-11-21T17:15:18.000Z,2024-11-21T17:12:24.000Z,1178235,cheque,,,1459483,,internal,active
8697.00,2024-11-21T17:15:38.000Z,2024-11-21T17:12:50.000Z,865865,cheque,,,1459490,,internal,active
950.00,2024-11-21T18:40:06.000Z,2024-11-21T18:37:15.000Z,1411154,email_transfer,,,1460590,,internal,active
3495.00,2024-11-21T18:40:59.000Z,2024-11-21T18:38:11.000Z,1322361,email_transfer,,,1460594,,internal,active
180.00,2024-11-21T18:42:09.000Z,2024-11-21T18:39:18.000Z,1459491,email_transfer,,,1460605,,internal,active
473.00,2024-11-21T18:46:49.000Z,2024-11-21T18:44:00.000Z,1345924,email_transfer,,,1460640,,internal,active
3995.00,2024-11-21T18:55:37.000Z,2024-11-21T18:52:49.000Z,1408300,credit_card,,,1460660,,internal,active
600.00,2024-11-21T18:56:21.000Z,2024-11-21T18:53:32.000Z,1457575,credit_card,,,1460688,,internal,active
5445.00,2024-11-21T19:03:58.000Z,2024-11-21T19:01:09.000Z,1427564,credit_card,,,1460758,,internal,active
4495.00,2024-11-21T19:11:06.000Z,2024-11-21T19:08:15.000Z,1409651,credit_card,,,1460807,,internal,active
400.00,2024-11-21T21:08:35.000Z,2024-11-21T21:08:04.000Z,1451616,credit_card,,,1461754,03599F,internal,active
3000.00,2024-11-22T13:23:57.000Z,2024-11-22T13:21:04.000Z,1437562,email_transfer,,,1463100,,internal,active
9000.00,2024-11-22T15:23:09.000Z,2024-11-22T15:20:15.000Z,1435125,credit_card,,,1464073,,internal,active
495.00,2024-11-22T16:45:39.000Z,2024-11-22T16:42:48.000Z,1139694,email_transfer,,,1464484,,internal,active
350.00,2024-11-22T16:53:57.000Z,2024-11-22T16:51:07.000Z,1438854,credit_card,,,1464542,,internal,active
350.00,2024-11-22T17:40:21.000Z,2024-11-22T17:37:32.000Z,1310616,email_transfer,,,1465096,,internal,active
180.00,2024-11-22T17:40:28.000Z,2024-11-22T17:37:37.000Z,1400913,email_transfer,,,1465100,,internal,active
950.00,2024-11-22T18:13:01.000Z,2024-11-22T18:10:09.000Z,1180916,email_transfer,,,1465691,,internal,active
450.00,2024-11-22T18:14:35.000Z,2024-11-22T18:11:46.000Z,1320616,email_transfer,,,1465717,,internal,active
10348.00,2024-11-22T20:34:51.000Z,2024-11-22T20:34:48.000Z,1411040,cheque,,,1466941,,internal,active
6525.00,2024-11-22T20:36:21.000Z,2024-11-22T20:36:13.000Z,1330055,cheque,,,1466944,,internal,active
6545.00,2024-11-22T20:37:31.000Z,2024-11-22T20:37:29.000Z,1416517,cheque,,,1466948,,internal,active
10348.00,2024-11-22T20:38:56.000Z,2024-11-22T20:38:53.000Z,1208112,cheque,,,1466958,,internal,active
5595.00,2024-11-22T20:40:00.000Z,2024-11-22T20:39:58.000Z,1324141,cheque,,,1466985,,internal,active
3149.00,2024-11-22T20:41:10.000Z,2024-11-22T20:41:07.000Z,1430849,cheque,,,1466994,,internal,active
10348.00,2024-11-22T20:42:42.000Z,2024-11-22T20:42:31.000Z,1422067,cheque,,,1467025,,internal,active
8995.00,2024-11-22T21:30:15.000Z,2024-11-22T21:29:57.000Z,1418227,cheque,,,1467605,,internal,active
497.50,2024-11-25T14:24:57.000Z,2024-11-25T14:21:59.000Z,1405339,email_transfer,,,1516630,,,active
845.00,2024-11-25T14:26:10.000Z,2024-11-25T14:23:14.000Z,1435125,email_transfer,,,1522232,,,active
8000.00,2024-11-25T14:44:19.000Z,2024-11-25T14:41:23.000Z,1450721,credit_card,,,1609175,,,active
3000.00,2024-11-25T15:28:24.000Z,2024-11-25T15:25:29.000Z,1454308,email_transfer,,,1653196,,,active
5500.00,2024-11-25T17:32:52.000Z,2024-11-25T17:29:55.000Z,1463023,credit_card,,,1654183,,,active
2000.00,2024-11-25T17:34:39.000Z,2024-11-25T17:31:45.000Z,1464910,email_transfer,,,1654195,,,active
360.00,2024-11-25T17:54:29.000Z,2024-11-25T17:51:34.000Z,1450688,email_transfer,,,1654436,,,active
350.00,2024-11-25T17:54:39.000Z,2024-11-25T17:51:45.000Z,1450713,email_transfer,,,1654440,,,active
2500.00,2024-11-25T18:34:19.000Z,2024-11-25T18:31:24.000Z,1330902,credit_card,,,1655154,,,active
450.00,2024-11-25T19:53:52.000Z,2024-11-25T19:50:52.000Z,1464219,email_transfer,,,1655718,,,active
300.00,2024-11-25T20:01:59.000Z,2024-11-25T19:59:04.000Z,1465809,email_transfer,,,1655736,,,active
350.00,2024-11-25T20:07:54.000Z,2024-11-25T20:04:54.000Z,1454880,email_transfer,,,1655799,,,active
1124.35,2024-11-25T20:11:17.000Z,2024-11-25T20:08:20.000Z,1383124,email_transfer,,,1655829,,,active
2800.00,2024-11-25T20:18:15.000Z,2024-11-25T20:15:19.000Z,1444947,credit_card,,,1655850,,,active
1147.50,2024-11-25T20:18:30.000Z,2024-11-25T20:15:34.000Z,1444947,credit_card,,,1655851,,,active
21645.00,2024-11-25T20:53:15.000Z,2024-11-25T20:50:15.000Z,1464516,email_transfer,,,1656409,,,active
13045.00,2024-11-26T13:24:11.000Z,2024-11-25T05:00:00.000Z,1460647,cheque,,,1657970,,,active
2500.00,2024-11-26T13:39:24.000Z,2024-11-26T13:36:06.000Z,1277820,cheque,,,1657974,,,active
3000.00,2024-11-26T13:39:56.000Z,2024-11-26T13:38:49.000Z,1322547,cheque,,,1657981,,,active
8000.00,2024-11-26T13:57:21.000Z,2024-11-26T13:54:26.000Z,1466942,credit_card,,,1658093,,,active
5379.00,2024-11-26T14:05:46.000Z,2024-11-26T14:02:51.000Z,1190280,credit_card,,,1658166,,,active
1689.35,2024-11-26T14:09:44.000Z,2024-11-26T14:06:49.000Z,1653774,credit_card,,,1658203,,,active
2495.00,2024-11-26T14:17:01.000Z,2024-11-26T14:12:09.000Z,1467154,credit_card,,,1658324,,,active
500.00,2024-11-26T14:25:14.000Z,2024-11-26T14:22:18.000Z,1050433,email_transfer,,,1658402,,,active
450.00,2024-11-26T15:37:04.000Z,2024-11-26T15:34:08.000Z,1439406,email_transfer,,,1659088,,,active
3000.00,2024-11-26T15:38:30.000Z,2024-11-26T15:35:30.000Z,1454308,email_transfer,,,1659091,,,active
2495.00,2024-11-26T15:42:38.000Z,2024-11-26T15:39:41.000Z,1456184,credit_card,,,1659138,,,active
1689.35,2024-11-26T15:51:26.000Z,2024-11-26T15:48:29.000Z,1439432,email_transfer,,,1659187,,,active
450.00,2024-11-26T16:00:20.000Z,2024-11-26T15:57:25.000Z,1450976,credit_card,,,1659309,,,active
350.00,2024-11-26T16:12:06.000Z,2024-11-26T16:09:10.000Z,1659176,email_transfer,,,1659377,,,active
2495.00,2024-11-26T16:49:37.000Z,2024-05-15T04:00:00.000Z,774210,credit_card,,,1659660,,,active
2495.00,2024-11-26T17:34:59.000Z,2024-11-26T17:32:01.000Z,1342320,email_transfer,,,1660355,,,active
1689.35,2024-11-26T18:09:01.000Z,2024-11-26T18:06:05.000Z,1659077,credit_card,,,1661168,,,active
450.00,2024-11-26T18:16:21.000Z,2024-11-26T18:13:26.000Z,1342551,email_transfer,,,1661233,,,active
1000.00,2024-11-26T18:17:45.000Z,2024-11-26T18:14:50.000Z,1656864,email_transfer,,,1661282,,,active
1124.35,2024-11-26T20:40:58.000Z,2024-11-26T20:38:01.000Z,1658443,credit_card,,,1662571,,,active
1689.35,2024-11-26T20:47:30.000Z,2024-11-26T20:44:35.000Z,1439422,credit_card,,,1662660,,,active
250.00,2024-11-27T13:26:20.000Z,2024-11-27T13:23:16.000Z,1297682,email_transfer,,,1664864,,,active
1689.35,2024-11-27T13:28:56.000Z,2024-11-27T13:26:00.000Z,1662236,email_transfer,,,1664893,,,active
3000.00,2024-11-27T14:02:27.000Z,2024-11-27T13:59:31.000Z,1437562,email_transfer,,,1664993,,,active
6995.00,2024-11-27T14:12:36.000Z,2024-11-27T14:09:31.000Z,1662239,credit_card,,,1665055,,,active
6298.00,2024-11-27T15:12:26.000Z,2024-11-27T15:09:23.000Z,1283787,cheque,,,1665855,772327,,active
6297.00,2024-11-27T15:14:51.000Z,2024-11-27T15:11:44.000Z,1283804,cheque,,,1665865,772327,,active
10000.00,2024-11-27T17:49:46.000Z,2024-11-27T17:49:02.000Z,1156205,cheque,,,1667151,1009291,,active
3000.00,2024-11-27T20:28:44.000Z,2024-11-27T20:25:47.000Z,1666181,email_transfer,,,1668968,,,active
450.00,2024-11-27T20:29:20.000Z,2024-11-27T20:26:23.000Z,1415768,email_transfer,,,1668974,,,active
2495.00,2024-11-27T20:31:03.000Z,2024-11-27T20:28:07.000Z,1372513,email_transfer,,,1668984,,,active
1124.35,2024-11-27T20:38:40.000Z,2024-11-27T20:35:42.000Z,1454669,email_transfer,,,1669059,,,active
50.00,2024-11-28T11:04:01.000Z,2024-11-28T11:01:06.000Z,649128,other,,,1670874,,,active
19295.00,2024-11-28T11:04:33.000Z,2024-11-28T11:01:36.000Z,1390379,other,,,1670875,,,active
500.00,2024-11-28T11:04:44.000Z,2024-11-28T11:01:49.000Z,1390403,other,,,1670876,,,active
13595.00,2024-11-28T11:05:12.000Z,2024-11-28T11:02:15.000Z,1387474,other,,,1670877,,,active
16900.00,2024-11-28T11:05:34.000Z,2024-11-28T11:02:39.000Z,1362619,other,,,1670878,,,active
500.00,2024-11-28T12:27:32.000Z,2024-11-26T05:00:00.000Z,1665537,cash,,,1670970,,,active
540.00,2024-11-28T13:30:56.000Z,2024-11-28T13:27:53.000Z,1666414,credit_card,,,1671474,,,active
995.00,2024-11-28T14:03:55.000Z,2024-11-28T14:00:58.000Z,949232,email_transfer,,,1671500,,,active
1000.00,2024-11-28T14:04:32.000Z,2024-11-28T14:01:31.000Z,949232,email_transfer,,,1671504,,,active
350.00,2024-11-28T14:05:41.000Z,2024-11-28T14:02:43.000Z,1450755,email_transfer,,,1671508,,,active
1045.00,2024-11-28T14:09:17.000Z,2024-11-28T14:06:17.000Z,1437562,email_transfer,,,1671511,,,active
6995.00,2024-11-28T14:10:06.000Z,2024-11-28T14:07:08.000Z,1461279,email_transfer,,,1671513,,,active
1800.00,2024-11-28T15:01:56.000Z,2024-11-28T14:58:59.000Z,1448523,email_transfer,,,1672207,,,active
500.00,2024-11-28T15:02:05.000Z,2024-11-28T14:59:08.000Z,1448550,email_transfer,,,1672211,,,active
10348.00,2024-11-28T16:42:57.000Z,2024-11-28T16:39:48.000Z,1400643,cheque,,,1673096,1009304,,active
12595.00,2024-11-28T17:55:09.000Z,2024-11-28T17:54:55.000Z,1443771,cheque,,,1673885,,,active
445.00,2024-11-28T17:55:23.000Z,2024-11-28T17:55:15.000Z,1443792,cheque,,,1673913,,,active
5.00,2024-11-28T18:28:48.000Z,2024-11-28T18:28:38.000Z,1443792,email_transfer,,,1674383,,,active
450.00,2024-11-28T19:51:38.000Z,2024-11-28T19:48:40.000Z,1465728,email_transfer,,,1675212,,,active
360.00,2024-11-28T20:15:55.000Z,2024-11-28T20:12:55.000Z,1382832,credit_card,,,1675491,,,active
350.00,2024-11-28T20:16:04.000Z,2024-11-28T20:13:08.000Z,1667960,credit_card,,,1675492,,,active
3000.00,2024-11-28T20:18:31.000Z,2024-11-28T20:15:33.000Z,1666181,email_transfer,,,1675579,,,active
285.00,2024-11-28T20:30:53.000Z,2024-11-28T20:27:57.000Z,1665163,email_transfer,,,1675615,,,active
240.00,2024-11-28T20:43:07.000Z,2024-11-28T20:40:06.000Z,992189,email_transfer,,,1675678,,,active
450.00,2024-11-29T13:48:46.000Z,2024-11-29T13:45:47.000Z,1167052,email_transfer,,,1678139,,,active
200.00,2024-11-29T14:06:30.000Z,2024-11-29T14:03:29.000Z,1656971,credit_card,,,1678312,,,active
450.00,2024-11-29T14:12:13.000Z,2024-11-29T14:09:17.000Z,1656550,email_transfer,,,1678347,,,active
450.00,2024-11-29T14:29:12.000Z,2024-11-29T14:26:15.000Z,1430811,email_transfer,,,1678518,,,active
1000.00,2024-11-29T14:45:29.000Z,2024-11-29T14:42:32.000Z,1370574,email_transfer,,,1678607,,,active
3497.50,2024-11-29T14:46:33.000Z,2024-11-29T14:43:33.000Z,1258082,email_transfer,,,1678613,,,active
285.00,2024-11-29T18:27:22.000Z,2024-11-29T18:24:23.000Z,1672202,credit_card,,,1680799,,,active
995.00,2024-11-29T18:29:40.000Z,2024-11-29T18:26:43.000Z,1666181,email_transfer,,,1680803,,,active
350.00,2024-11-29T18:37:23.000Z,2024-11-29T18:34:23.000Z,1310320,credit_card,,,1680879,,,active
2500.00,2024-11-29T18:42:05.000Z,2024-11-29T18:39:06.000Z,1654127,email_transfer,,,1680897,,,active
285.00,2024-11-29T18:53:45.000Z,2024-11-29T18:50:47.000Z,1656925,credit_card,,,1680946,,,active
285.00,2024-11-29T19:11:57.000Z,2024-11-29T19:11:45.000Z,1409787,cash,,,1681209,,,active
1124.35,2024-11-29T19:43:20.000Z,2024-11-29T19:40:22.000Z,1665954,email_transfer,,,1681443,,,active
950.00,2024-11-29T20:23:52.000Z,2024-11-29T20:20:40.000Z,1466588,cash,,,1681844,,,active
2995.00,2024-12-02T13:17:03.000Z,2024-12-02T13:14:03.000Z,1656864,email_transfer,,,1685373,,,active
450.00,2024-12-02T13:17:41.000Z,2024-12-02T13:14:42.000Z,1399689,email_transfer,,,1685374,,,active
1689.35,2024-12-02T13:18:25.000Z,2024-12-02T13:15:20.000Z,1662265,email_transfer,,,1685375,,,active
2995.00,2024-12-02T13:47:34.000Z,2024-12-02T13:44:32.000Z,1454308,email_transfer,,,1685417,,,active
1296.00,2024-12-02T13:50:32.000Z,2024-12-02T13:47:32.000Z,1367971,email_transfer,,,1685430,,,active
180.00,2024-12-02T14:41:22.000Z,2024-12-02T14:38:21.000Z,1659472,credit_card,,,1685870,,,active
1500.00,2024-12-02T15:10:18.000Z,2024-12-02T15:07:16.000Z,1464910,email_transfer,,,1686162,,,active
285.00,2024-12-02T15:40:39.000Z,2024-11-20T05:00:00.000Z,1382418,email_transfer,,,1686446,,,active
1124.35,2024-12-02T15:46:21.000Z,2024-12-02T15:42:44.000Z,1656958,credit_card,,,1686464,,,active
180.00,2024-12-02T16:01:36.000Z,2024-12-02T15:58:35.000Z,1673577,email_transfer,,,1686530,,,active
13045.00,2024-12-02T17:15:59.000Z,2024-12-02T17:15:50.000Z,1163544,cheque,,,1687072,,,active
450.00,2024-12-02T17:17:58.000Z,2024-12-02T17:14:57.000Z,1465794,credit_card,,,1687078,,,active
6297.00,2024-12-02T17:22:08.000Z,2024-12-02T17:22:00.000Z,1437046,cheque,,,1687130,,,active
2498.00,2024-12-02T17:23:31.000Z,2024-12-02T17:23:21.000Z,1382406,cheque,,,1687146,,,active
10348.00,2024-12-02T17:24:42.000Z,2024-12-02T17:24:36.000Z,1466588,cheque,,,1687147,,,active
6298.00,2024-12-02T17:25:53.000Z,2024-12-02T17:25:46.000Z,1456640,cheque,,,1687157,,,active
2400.00,2024-12-02T17:31:26.000Z,2024-12-02T17:28:06.000Z,1443034,cash,paid in cash in full ,,1687235,,,active
1124.35,2024-12-02T17:34:23.000Z,2024-12-02T17:31:19.000Z,1443311,credit_card,,,1687283,,,active
450.00,2024-12-02T17:49:31.000Z,2024-12-02T17:46:28.000Z,1436476,credit_card,,,1687385,,,active
3000.00,2024-12-02T17:50:38.000Z,2024-12-02T17:47:38.000Z,1448605,email_transfer,,,1687416,,,active
1124.35,2024-12-02T17:55:22.000Z,2024-12-02T17:52:18.000Z,1681820,credit_card,,,1687530,,,active
1689.35,2024-12-02T18:00:58.000Z,2024-12-02T17:57:57.000Z,1668778,credit_card,,,1687596,,,active
600.00,2024-12-02T18:30:45.000Z,2024-12-02T18:27:46.000Z,1430301,credit_card,,,1688003,,,active
1689.35,2024-12-02T18:33:53.000Z,2024-12-02T18:30:52.000Z,1167152,credit_card,,,1688009,,,active
6995.00,2024-12-02T18:47:30.000Z,2024-12-02T18:44:31.000Z,1680681,credit_card,,,1688057,,,active
2502.50,2024-12-02T19:24:37.000Z,2024-12-02T19:21:36.000Z,1405339,email_transfer,,,1688452,,,active
497.50,2024-12-02T19:24:59.000Z,2024-12-02T19:21:58.000Z,1405346,email_transfer,,,1688453,,,active
200.00,2024-12-02T19:52:56.000Z,2024-12-02T19:49:55.000Z,1688578,credit_card,,,1688614,,,active
0.00,2024-12-03T12:47:02.000Z,2024-12-03T12:43:57.000Z,1679263,cash,,,1690549,,,active
3000.00,2024-12-03T13:46:37.000Z,2024-12-03T13:43:35.000Z,1405346,email_transfer,,,1690735,,,active
1689.35,2024-12-03T15:32:19.000Z,2024-12-03T15:29:17.000Z,1672921,credit_card,,,1691760,,,active
450.00,2024-12-03T16:41:44.000Z,2024-12-03T16:38:44.000Z,1665785,email_transfer,,,1692174,,,active
3000.00,2024-12-03T16:51:55.000Z,2024-12-03T16:48:54.000Z,1668276,email_transfer,,,1692362,,,active
450.00,2024-12-03T17:26:19.000Z,2024-12-03T17:23:18.000Z,1463978,email_transfer,,,1692743,,,active
2550.00,2024-12-03T17:26:38.000Z,2024-12-03T17:23:38.000Z,1652975,email_transfer,,,1692745,,,active
13045.00,2024-12-03T17:27:29.000Z,2024-12-03T17:27:22.000Z,1433353,bank_transfer,,,1692747,,,active
6298.00,2024-12-03T18:16:23.000Z,2024-12-03T18:16:16.000Z,1436476,cheque,,,1693485,,,active
350.00,2024-12-03T18:19:55.000Z,2024-12-03T18:16:43.000Z,1693488,credit_card,Employer paid for rental,,1693503,,,active
450.00,2024-12-03T20:03:55.000Z,2024-12-03T20:00:55.000Z,1440112,email_transfer,,,1694623,,,active
180.00,2024-12-03T20:09:06.000Z,2024-12-03T20:06:04.000Z,1689214,credit_card,,,1694653,,,active
1795.00,2024-12-03T20:15:43.000Z,2024-12-03T20:12:41.000Z,1448605,email_transfer,,,1694729,,,active
285.00,2024-12-03T20:16:36.000Z,2024-12-03T20:13:36.000Z,1467339,email_transfer,,,1694734,,,active
450.00,2024-12-04T13:56:01.000Z,2024-12-04T13:53:01.000Z,1432029,email_transfer,,,1696853,,,active
995.00,2024-12-04T14:04:12.000Z,2024-12-04T14:01:11.000Z,1419739,email_transfer,,,1696884,,,active
350.00,2024-12-04T14:26:57.000Z,2024-12-04T14:23:56.000Z,1694859,email_transfer,,,1697097,,,active
6500.00,2024-12-04T17:04:10.000Z,2024-12-04T16:59:49.000Z,1268483,credit_card,,,1698844,,,active
0.00,2024-12-04T17:28:40.000Z,2024-12-04T17:25:28.000Z,1698925,credit_card,,,1699144,,,active
4995.00,2024-12-04T17:32:46.000Z,2024-11-26T05:00:00.000Z,1438908,cheque,,,1699159,,,active
950.00,2024-12-04T17:38:45.000Z,2024-12-04T17:35:44.000Z,1040215,credit_card,,,1699187,,,active
3000.00,2024-12-04T17:47:04.000Z,2024-12-04T17:44:03.000Z,1691745,email_transfer,,,1699250,,,active
3000.00,2024-12-04T18:15:41.000Z,2024-12-04T18:12:41.000Z,1668276,email_transfer,,,1699729,,,active
1396.00,2024-12-04T18:24:23.000Z,2024-12-04T18:21:21.000Z,1202803,email_transfer,,,1699888,,,active
450.00,2024-12-04T18:27:20.000Z,2024-12-04T18:27:06.000Z,1445489,cheque,,,1699936,,,active
8995.00,2024-12-04T18:29:09.000Z,2024-12-04T18:29:02.000Z,1443925,cheque,,,1699951,,,active
12595.00,2024-12-04T18:42:23.000Z,2024-12-04T18:42:04.000Z,1415766,cheque,,,1700039,1009377,,active
6995.00,2024-12-04T18:53:52.000Z,2024-12-04T18:53:45.000Z,1426932,cheque,,,1700138,,,active
6995.00,2024-12-04T18:54:36.000Z,2024-11-22T05:00:00.000Z,1443460,cheque,,,1700169,,,active
5379.00,2024-12-04T19:09:47.000Z,2024-12-04T19:09:39.000Z,1190285,credit_card,,,1700412,,,active
3497.50,2024-12-04T19:20:27.000Z,2024-11-25T05:00:00.000Z,1076505,cheque,,,1700451,,,active
0.50,2024-12-04T19:20:37.000Z,2024-12-04T19:20:32.000Z,1076515,cheque,,,1700456,,,active
285.00,2024-12-04T19:29:58.000Z,2024-12-04T19:26:34.000Z,1400814,cash,Air brake paid in full ,,1700479,,,active
1124.35,2024-12-04T20:40:11.000Z,2024-12-04T20:37:10.000Z,974838,credit_card,,,1701000,,,active
6995.00,2024-12-04T20:43:21.000Z,2024-12-04T20:40:20.000Z,1444485,credit_card,,,1701009,,,active
800.00,2024-12-04T20:49:24.000Z,2024-12-04T20:46:21.000Z,1697817,credit_card,,,1701092,,,active
285.00,2024-12-05T13:18:37.000Z,2024-12-05T13:15:31.000Z,1356619,email_transfer,,,1702735,,,active
200.00,2024-12-05T13:46:11.000Z,2024-12-05T13:42:59.000Z,1348444,email_transfer,,,1702866,,,active
2141.35,2024-12-05T13:55:17.000Z,2024-12-05T13:52:11.000Z,1694418,email_transfer,,,1702873,,,active
2995.68,2024-12-05T14:09:57.000Z,2024-12-05T14:06:52.000Z,1652975,email_transfer,,,1703021,,,active
1124.35,2024-12-05T14:11:38.000Z,2024-12-05T14:08:36.000Z,1397161,email_transfer,,,1703075,,,active
3000.00,2024-12-05T14:13:16.000Z,2024-12-05T14:10:15.000Z,1694285,email_transfer,,,1703087,,,active
5000.00,2024-12-05T14:14:34.000Z,2024-12-05T14:11:32.000Z,1662207,email_transfer,,,1703088,,,active
400.00,2024-12-05T14:17:20.000Z,2024-12-05T14:14:17.000Z,1443591,email_transfer,,,1703089,,,active
6995.00,2024-12-05T15:50:44.000Z,2024-12-05T15:47:42.000Z,1698868,email_transfer,,,1703941,,,active
4000.00,2024-12-05T16:14:58.000Z,2024-12-05T16:11:51.000Z,1201218,credit_card,,,1704147,,,active
13045.00,2024-12-05T16:35:29.000Z,2024-12-05T16:35:12.000Z,1166402,bank_transfer,,,1704323,,,active
1689.35,2024-12-05T16:47:46.000Z,2024-12-05T16:47:39.000Z,1457813,cheque,,,1704426,,,active
748.00,2024-12-05T17:14:31.000Z,2024-12-05T17:11:26.000Z,1668276,email_transfer,,,1704736,,,active
5379.00,2024-12-05T17:16:28.000Z,2024-12-05T17:16:22.000Z,1180916,cheque,,,1704752,,,active
9648.00,2024-12-05T17:17:35.000Z,2024-12-05T17:17:28.000Z,1285042,cheque,,,1704786,,,active
